fecha,hora,cliente,tipo,monto
2025-06-05,14:24,Pablo,egreso,83754.69
2025-06-05,12:57,Ana,egreso,88066.51
2025-06-05,8:25,Laura,ingreso,6908.89
2025-06-05,18:23,Pablo,ingreso,46603.12
2025-06-05,15:05,Pablo,egreso,54795.64
2025-06-05,18:34,Ana,egreso,93025.18
2025-06-05,8:42,Laura,egreso,3959.38
2025-06-05,18:32,Pablo,transferencia,76915.52
2025-06-05,13:18,Laura,egreso,7651.21
2025-06-05,15:52,Laura,inversion,96225.54
2025-06-05,11:26,Ana,inversion,73438.08
2025-06-05,17:49,Juan,ingreso,55156.38
2025-06-05,8:49,Ana,transferencia,15194.52
2025-06-05,11:17,Pablo,egreso,36107.25
2025-06-05,9:04,Pablo,inversion,83317.43
2025-06-05,17:16,Laura,inversion,91544.31
2025-06-05,15:54,Jose,ingreso,99198.41
2025-06-05,18:27,Jose,transferencia,71991.7
2025-06-05,9:26,Laura,egreso,23902.67
2025-06-05,10:26,Laura,egreso,90655.13
2025-06-05,17:31,Pablo,egreso,66471.46
2025-06-05,10:16,Pablo,ingreso,79821.44
2025-06-05,15:51,Ana,inversion,72433.83
2025-06-05,15:17,Juan,transferencia,83125.72
2025-06-05,16:50,Juan,transferencia,75651.62
2025-06-05,8:10,Juan,inversion,12326.45
2025-06-05,9:30,Juan,egreso,69002.37
2025-06-05,15:31,Ana,egreso,89686.69
2025-06-05,17:15,Cecilia,inversion,90911.77
2025-06-05,13:10,Cecilia,ingreso,24342.8
2025-06-05,9:50,Jose,inversion,24426.89
2025-06-05,13:47,Cecilia,ingreso,87376.05
2025-06-05,14:32,Pablo,egreso,3752.47
2025-06-05,12:33,Jose,inversion,67201.08
2025-06-05,16:23,Cecilia,egreso,91251.24
2025-06-05,11:21,Ana,egreso,25144.27
2025-06-05,15:31,Laura,egreso,1169.91
2025-06-05,8:51,Juan,ingreso,4677.9
2025-06-05,14:34,Pablo,ingreso,22367.39
2025-06-05,17:02,Jose,inversion,16427.83
2025-06-05,12:35,Ana,inversion,9117.36
2025-06-05,10:23,Jose,egreso,52257.39
2025-06-05,12:06,Ana,inversion,88008.29
2025-06-05,10:01,Pablo,transferencia,19856.1
2025-06-05,8:05,Pablo,inversion,39010.79
2025-06-05,10:16,Ana,ingreso,92494.02
2025-06-05,13:50,Ana,transferencia,35619.13
2025-06-05,16:36,Cecilia,inversion,34944.34
2025-06-05,15:29,Pablo,ingreso,78874.97
2025-06-05,17:57,Ana,inversion,48131.75
2025-06-05,13:44,Ana,ingreso,9470.26
2025-06-05,13:53,Pablo,ingreso,32732.18
2025-06-05,14:49,Laura,transferencia,16894.72
2025-06-05,15:20,Jose,transferencia,95199.54
2025-06-05,8:12,Laura,transferencia,4845.34
2025-06-05,14:31,Laura,egreso,61946.86
2025-06-05,10:43,Cecilia,ingreso,93264.16
2025-06-05,8:59,Jose,ingreso,57757.31
2025-06-05,14:31,Ana,transferencia,25824.01
2025-06-05,9:12,Cecilia,transferencia,86685.31
2025-06-05,8:11,Pablo,inversion,43551.05
2025-06-05,8:08,Laura,ingreso,21462.88
2025-06-05,14:39,Cecilia,ingreso,22417.24
2025-06-05,15:23,Jose,transferencia,16172.09
2025-06-05,13:30,Laura,inversion,16263.31
2025-06-05,17:19,Ana,egreso,92644.69
2025-06-05,16:43,Pablo,ingreso,82054.24
2025-06-05,14:47,Cecilia,transferencia,50046.85
2025-06-05,9:56,Ana,inversion,80798.74
2025-06-05,10:11,Ana,ingreso,90033.35
2025-06-05,13:03,Jose,transferencia,14113.13
2025-06-05,8:47,Ana,ingreso,37472.91
2025-06-05,13:27,Laura,egreso,36437.7
2025-06-05,14:48,Pablo,inversion,84020.27
2025-06-05,11:49,Pablo,inversion,2528.23
2025-06-05,18:20,Laura,ingreso,23309.06
2025-06-05,17:33,Ana,ingreso,7035.6
2025-06-05,8:35,Cecilia,transferencia,68300.24
2025-06-05,14:46,Cecilia,egreso,63993.62
2025-06-05,11:54,Pablo,inversion,31019.59
2025-06-05,14:24,Pablo,inversion,56865.08
2025-06-05,17:38,Cecilia,inversion,15712.09
2025-06-05,10:40,Jose,egreso,37694.65
2025-06-05,8:15,Pablo,inversion,62024.69
2025-06-05,14:50,Jose,transferencia,66887.0
2025-06-05,9:25,Pablo,egreso,56119.33
2025-06-05,16:49,Pablo,transferencia,66401.67
2025-06-05,10:14,Laura,egreso,11613.34
2025-06-05,11:23,Ana,egreso,56091.39
2025-06-05,18:29,Laura,ingreso,74912.7
2025-06-05,18:04,Cecilia,inversion,42113.17
2025-06-05,9:36,Jose,ingreso,11103.07
2025-06-05,14:58,Juan,transferencia,76099.46
2025-06-05,8:44,Ana,transferencia,29379.14
2025-06-05,13:40,Cecilia,ingreso,67421.77
2025-06-05,9:11,Juan,transferencia,35675.03
2025-06-05,8:10,Cecilia,egreso,23257.44
2025-06-05,11:59,Cecilia,egreso,41163.52
2025-06-05,14:00,Jose,inversion,2611.81
2025-06-05,16:18,Jose,ingreso,23943.16
