fecha,hora,cliente,tipo,monto
2025-06-04,9:47,Cecilia,transferencia,93924.19
2025-06-04,16:27,Jose,egreso,29205.68
2025-06-04,11:41,Cecilia,transferencia,44597.88
2025-06-04,16:51,Juan,inversion,7946.68
2025-06-04,18:41,Pablo,inversion,37394.96
2025-06-04,17:43,Cecilia,transferencia,46751.65
2025-06-04,8:52,Jose,ingreso,80432.47
2025-06-04,16:15,Ana,ingreso,30717.34
2025-06-04,17:19,Ana,transferencia,69583.88
2025-06-04,17:14,Ana,transferencia,36527.61
2025-06-04,10:58,Ana,ingreso,95505.09
2025-06-04,9:32,Ana,ingreso,46573.61
2025-06-04,13:35,Laura,ingreso,11474.24
2025-06-04,10:54,Ana,inversion,66424.38
2025-06-04,16:12,Jose,transferencia,97885.39
2025-06-04,8:41,Pablo,transferencia,14109.95
2025-06-04,18:20,Laura,egreso,51662.7
2025-06-04,10:04,Cecilia,transferencia,89439.94
2025-06-04,15:15,Juan,inversion,72742.29
2025-06-04,18:43,Ana,inversion,57568.95
2025-06-04,11:45,Laura,inversion,54412.9
2025-06-04,14:24,Jose,egreso,20601.12
2025-06-04,9:17,Cecilia,ingreso,92293.49
2025-06-04,17:09,Jose,egreso,54637.17
2025-06-04,18:19,Cecilia,egreso,46943.74
2025-06-04,10:23,Ana,inversion,73589.34
2025-06-04,8:15,Cecilia,ingreso,39482.73
2025-06-04,12:50,Juan,transferencia,2208.92
2025-06-04,9:12,Juan,inversion,80665.17
2025-06-04,13:48,Juan,ingreso,42025.61
2025-06-04,10:35,Laura,transferencia,79107.75
2025-06-04,14:42,Juan,transferencia,78621.51
2025-06-04,12:16,Pablo,egreso,11001.29
2025-06-04,10:56,Jose,inversion,71910.86
2025-06-04,16:14,Cecilia,egreso,85398.96
2025-06-04,11:39,Cecilia,ingreso,50886.59
2025-06-04,12:47,Juan,ingreso,56422.5
2025-06-04,11:10,Juan,transferencia,17137.11
2025-06-04,15:31,Jose,ingreso,8663.55
2025-06-04,17:30,Laura,ingreso,86006.98
2025-06-04,15:59,Juan,transferencia,9487.11
2025-06-04,17:05,Jose,egreso,73870.39
2025-06-04,11:47,Juan,egreso,13098.67
2025-06-04,8:01,Pablo,transferencia,55994.15
2025-06-04,11:27,Juan,egreso,28362.41
2025-06-04,17:45,Laura,inversion,78642.25
2025-06-04,18:51,Cecilia,ingreso,77844.44
2025-06-04,16:38,Jose,egreso,60289.24
2025-06-04,14:34,Pablo,inversion,14235.85
2025-06-04,12:09,Juan,transferencia,94486.12
2025-06-04,12:09,Juan,inversion,55305.16
2025-06-04,14:24,Laura,inversion,47611.62
2025-06-04,11:51,Pablo,egreso,97238.84
2025-06-04,15:47,Pablo,ingreso,95605.88
2025-06-04,8:23,Cecilia,transferencia,30167.51
2025-06-04,15:17,Juan,transferencia,45558.62
2025-06-04,12:30,Pablo,egreso,68760.71
2025-06-04,10:02,Laura,egreso,16218.03
2025-06-04,18:05,Laura,transferencia,16188.44
2025-06-04,10:29,Juan,transferencia,5636.57
2025-06-04,17:16,Jose,egreso,47694.61
2025-06-04,17:52,Ana,inversion,7006.59
2025-06-04,8:44,Juan,transferencia,68796.72
2025-06-04,15:53,Jose,egreso,20936.77
2025-06-04,12:28,Laura,ingreso,54755.84
2025-06-04,13:04,Juan,egreso,2320.24
2025-06-04,18:13,Pablo,ingreso,72045.04
2025-06-04,14:07,Cecilia,egreso,20193.49
2025-06-04,9:13,Cecilia,transferencia,84889.23
2025-06-04,9:04,Cecilia,ingreso,16067.34
2025-06-04,12:10,Cecilia,inversion,88438.55
2025-06-04,8:23,Laura,egreso,55697.62
2025-06-04,12:03,Juan,egreso,17212.77
2025-06-04,16:47,Jose,transferencia,16539.04
2025-06-04,9:06,Ana,egreso,44120.13
2025-06-04,17:20,Cecilia,inversion,75414.47
2025-06-04,17:37,Ana,egreso,16283.81
2025-06-04,11:01,Ana,inversion,46342.27
2025-06-04,13:26,Laura,transferencia,40183.07
2025-06-04,9:57,Jose,inversion,73098.38
2025-06-04,13:51,Laura,egreso,59097.5
2025-06-04,16:13,Jose,transferencia,14869.65
2025-06-04,14:20,Cecilia,ingreso,91938.92
2025-06-04,10:12,Ana,ingreso,26245.91
2025-06-04,9:45,Jose,transferencia,36274.15
2025-06-04,15:02,Ana,transferencia,95507.26
2025-06-04,15:51,Jose,transferencia,74428.31
2025-06-04,14:10,Jose,transferencia,32704.92
2025-06-04,16:50,Jose,inversion,59963.73
2025-06-04,13:19,Jose,egreso,15705.42
2025-06-04,17:54,Juan,egreso,6483.04
2025-06-04,14:15,Jose,transferencia,90059.09
2025-06-04,9:10,Juan,inversion,33093.99
2025-06-04,12:44,Cecilia,egreso,79991.26
2025-06-04,15:31,Jose,ingreso,65178.52
2025-06-04,16:56,Ana,ingreso,72043.08
2025-06-04,10:43,Jose,egreso,4741.18
2025-06-04,17:45,Laura,egreso,64009.83
2025-06-04,15:05,Laura,egreso,32169.79
2025-06-04,10:16,Jose,inversion,77861.38
