fecha,hora,cliente,tipo,monto
2025-06-03,10:02,Laura,transferencia,43796.73
2025-06-03,8:41,Laura,inversion,24175.64
2025-06-03,12:28,Juan,egreso,66600.01
2025-06-03,11:11,Cecilia,ingreso,96329.83
2025-06-03,9:18,Juan,inversion,18514.95
2025-06-03,15:38,Juan,inversion,2007.06
2025-06-03,17:07,Ana,ingreso,45940.92
2025-06-03,18:33,Pablo,inversion,83553.35
2025-06-03,11:56,Cecilia,ingreso,50892.29
2025-06-03,15:22,Ana,transferencia,57038.27
2025-06-03,10:48,Laura,egreso,83966.35
2025-06-03,8:56,Cecilia,inversion,59847.01
2025-06-03,18:12,Juan,transferencia,80455.9
2025-06-03,17:36,Ana,ingreso,79279.0
2025-06-03,17:14,Jose,inversion,94472.8
2025-06-03,13:17,Laura,egreso,79236.4
2025-06-03,8:50,Ana,egreso,30733.24
2025-06-03,11:28,Jose,egreso,46149.83
2025-06-03,14:14,Laura,ingreso,19897.94
2025-06-03,12:16,Ana,ingreso,18006.44
2025-06-03,8:41,Ana,transferencia,59684.51
2025-06-03,14:43,Laura,egreso,56236.03
2025-06-03,13:15,Jose,transferencia,46554.88
2025-06-03,14:04,Juan,inversion,79020.99
2025-06-03,13:30,Laura,inversion,15518.51
2025-06-03,9:37,Pablo,inversion,86240.34
2025-06-03,11:57,Laura,inversion,47359.44
2025-06-03,15:19,Cecilia,ingreso,17236.23
2025-06-03,16:42,Cecilia,egreso,36139.54
2025-06-03,14:38,Jose,egreso,16684.67
2025-06-03,18:14,Cecilia,inversion,74251.53
2025-06-03,16:08,Jose,egreso,5088.39
2025-06-03,16:05,Cecilia,inversion,54593.19
2025-06-03,14:04,Cecilia,transferencia,38062.71
2025-06-03,16:46,Pablo,transferencia,96898.41
2025-06-03,10:55,Jose,inversion,20073.37
2025-06-03,16:24,Juan,ingreso,51518.98
2025-06-03,8:49,Cecilia,egreso,82513.86
2025-06-03,17:25,Juan,egreso,80233.96
2025-06-03,12:38,Jose,inversion,65373.82
2025-06-03,11:14,Laura,ingreso,64688.37
2025-06-03,15:23,Pablo,egreso,41682.12
2025-06-03,9:47,Jose,transferencia,91629.81
2025-06-03,10:12,Pablo,egreso,23567.53
2025-06-03,10:36,Juan,inversion,62107.14
2025-06-03,9:08,Cecilia,ingreso,79838.7
2025-06-03,16:27,Ana,ingreso,61026.37
2025-06-03,13:22,Laura,ingreso,53774.56
2025-06-03,18:26,Laura,ingreso,48345.57
2025-06-03,16:26,Juan,inversion,43134.18
2025-06-03,17:26,Ana,transferencia,31635.64
2025-06-03,13:03,Pablo,transferencia,10615.16
2025-06-03,17:17,Laura,inversion,56725.2
2025-06-03,13:35,Ana,ingreso,20780.26
2025-06-03,8:18,Laura,egreso,40695.76
2025-06-03,18:18,Ana,ingreso,23329.65
2025-06-03,8:19,Ana,inversion,10332.41
2025-06-03,12:57,Juan,ingreso,37495.47
2025-06-03,12:02,Cecilia,inversion,81230.31
2025-06-03,16:23,Jose,transferencia,83290.24
2025-06-03,17:52,Ana,inversion,74989.78
2025-06-03,16:20,Ana,egreso,75611.4
2025-06-03,13:08,Juan,ingreso,59655.66
2025-06-03,15:30,Laura,ingreso,44207.46
2025-06-03,8:48,Pablo,egreso,89770.57
2025-06-03,14:10,Pablo,ingreso,74728.12
2025-06-03,13:21,Ana,inversion,34191.97
2025-06-03,16:44,Juan,egreso,63187.96
2025-06-03,15:13,Laura,inversion,37179.9
2025-06-03,17:54,Juan,transferencia,18843.43
2025-06-03,17:36,Juan,transferencia,35767.57
2025-06-03,18:33,Juan,transferencia,44388.39
2025-06-03,17:59,Juan,inversion,69418.31
2025-06-03,8:18,Juan,transferencia,45709.05
2025-06-03,8:03,Jose,transferencia,34478.49
2025-06-03,14:19,Ana,egreso,41093.36
2025-06-03,16:15,Juan,inversion,49266.39
2025-06-03,9:41,Ana,transferencia,66854.39
2025-06-03,14:38,Juan,inversion,72896.28
2025-06-03,18:16,Ana,inversion,90713.78
2025-06-03,11:41,Cecilia,inversion,97267.39
2025-06-03,13:52,Jose,inversion,16355.08
2025-06-03,16:00,Juan,ingreso,14316.15
2025-06-03,18:03,Jose,ingreso,24402.76
2025-06-03,16:38,Ana,transferencia,62023.88
2025-06-03,10:23,Ana,egreso,20624.05
2025-06-03,13:20,Cecilia,transferencia,84175.42
2025-06-03,17:06,Laura,transferencia,57508.19
2025-06-03,12:07,Juan,egreso,80997.14
2025-06-03,16:49,Juan,egreso,96166.52
2025-06-03,13:59,Cecilia,ingreso,52136.93
2025-06-03,9:22,Juan,transferencia,88273.26
2025-06-03,16:49,Pablo,transferencia,13925.07
2025-06-03,15:30,Ana,egreso,70698.58
2025-06-03,15:30,Laura,inversion,38343.89
2025-06-03,14:40,Jose,inversion,22026.27
2025-06-03,13:06,Laura,inversion,3695.77
2025-06-03,8:17,Cecilia,transferencia,2466.32
2025-06-03,8:15,Juan,transferencia,88370.25
2025-06-03,13:47,Laura,inversion,46469.49
